,issue_id,comment_id,quotation,quotation_tbdf,quotation_code,issue_final_code,author_name,is_first_author_thread,nr_characters,ratio_words_email_thread,ratio_words_email_comment,position_sentence_comment,position_sentence_thread,is_last_comment,time_start_to_email,time_email_to_end,time_previous_to_email,time_email_to_next
0,10132,297910810,Can you give indications on where the changes should happen and other indications?,humility,civil,civil,Abdullah Hilson,0,82,0.4,0.4,0.3333333333333333,0.14285714285714285,0,0.4489795918367347,0.5496598639455782,0.5510204081632653,0.45034013605442175
1,10132,297910810,I am a bit lost in the source code,humility,civil,civil,Abdullah Hilson,0,34,0.2571428571428571,0.2571428571428571,0.6666666666666666,0.2857142857142857,0,0.4489795918367347,0.5496598639455782,0.5510204081632653,0.45034013605442175
2,10165,562312443,My sincere apologies if I missed something.,sincere_apologies,civil,civil,Hugh,0,43,0.6666666666666666,0.6666666666666666,1.0,1.0,0,1.0,0.0,0.06666666666666667,0.06666666666666667
3,102,102,"If I sound hostile, it because I am kindly sharing the user hostility you're unleashing on developers trying to get work done.",oppression,civil,uncivil,,1,126,0.625,0.625,0.6428571428571429,0.5625,0,0.0,0.0,0.0,0.0
4,10260,108364977,"I don't know anything about gclient or gyp, and I didn't see any documentation in the repo to lead me in the right direction (except the README, which tells me I should be looking in tools/).",humility,civil,civil,None,0,191,0.8269230769230769,0.0,0.39285714285714285,0.6721311475409836,0,0.1502532357906584,0.8491840180078785,0.8497467642093416,0.12999437253798538
5,10260,108364985,I'm afraid that without guidance/help I won't be able to move far with the port.,humility,civil,civil,None,0,80,0.34615384615384615,0.0,0.2857142857142857,0.5245901639344263,0,0.41699493528418685,0.5830050647158131,0.5835678109172763,0.39617332583005066
6,10260,108364985,"I'm also having huge issues with building NSPR similarly to what was reported in comment #&#173,7 over an year ago.",humility,civil,civil,None,0,115,0.4807692307692308,0.0,0.5357142857142857,0.5245901639344263,0,0.41699493528418685,0.5830050647158131,0.5835678109172763,0.39617332583005066
7,10260,166933212,I would like to help .. just don't think I have the needed skills.,humility,civil,civil,None,0,66,0.3076923076923077,0.9411764705882353,0.75,0.04918032786885246,0,0.5447383230163196,0.45526167698368036,0.4558244231851435,0.5239167135621835
8,10260,166937573,Unfortunately since then work has been busy which left no time for further dart work.,sadness,civil,uncivil,None,0,85,0.3076923076923077,0.45714285714285713,0.13333333333333333,0.39344262295081966,0,0.5447383230163196,0.45526167698368036,0.4558244231851435,0.5239167135621835
9,10260,222833331,It's quite sad that not all of the interested parties were invited to the table.,sadness,civil,civil,None,0,80,0.3269230769230769,0.4146341463414634,1.0,1.0,0,0.634777715250422,0.3646595385481148,0.36522228474957796,0.614518851997749
10,10260,223074767,I understand your frustration at the delay in getting this in.,considerateness,civil,civil,Siva,0,62,0.23076923076923078,0.2926829268292683,0.2,0.29508196721311475,0,0.6353404614518852,0.3646595385481148,0.36522228474957796,0.614518851997749
11,10260,223074767,It is possible that moving the files to third_party is not ideal but it does provide us a clean separation of the hosts that the Dart team ships periodically as install ready binaries in a SDK vs other hosts.,humility,civil,civil,Siva,0,208,0.7692307692307693,0.975609756097561,0.6,0.32786885245901637,0,0.6353404614518852,0.3646595385481148,0.36522228474957796,0.614518851997749
12,10260,223074767,If you have other ideas on how we can maintain this separation I am willing to listen.,humility,civil,civil,Siva,0,86,0.34615384615384615,0.43902439024390244,0.8,0.3442622950819672,0,0.6353404614518852,0.3646595385481148,0.36522228474957796,0.614518851997749
13,10260,296791437,I had plans to make a proper port (with separate files and not patches on the linux ones) but after seeing how the Dart team treated the BSD ports efforts and specially Mulander's work ... I really got disappointed and lost all interest in Dart!,dissatisfaction,civil,uncivil,None,0,245,0.9423076923076923,1.0,0.6,0.2459016393442623,0,0.8193584693303321,0.18007878446820483,0.18064153066966798,0.7985368598761958
14,10260,359264188,I've likewise abandoned Dart because I see nothing in the Dart project to give me confidence that it will be ported.,dissatisfaction,civil,civil,Jameson Little,0,116,0.4423076923076923,0.5476190476190477,0.16666666666666666,0.6229508196721312,0,0.9724254361283061,0.027574563871693866,0.028137310073157007,0.95160382667417
15,10260,359264188,"I'm willing to give it another look if things change, but I can't use something if it doesn't support the systems I deploy on.",dissatisfaction,civil,civil,Jameson Little,0,126,0.5576923076923077,0.6904761904761905,0.3333333333333333,0.639344262295082,0,0.9724254361283061,0.027574563871693866,0.028137310073157007,0.95160382667417
16,10462,282091522,This would really help modularizing our code,expectation,civil,civil,Philip Nelson,0,44,0.1590909090909091,0.875,1.0,0.047619047619047616,0,0.06629834254143646,0.9337016574585635,0.9344909234411997,0.06708760852407261
17,10462,598375439,"The lack of communication on one of, if not the most requested feature of the last 3-4 years is not something to appreciate.",dissatisfaction,civil,uncivil,None,0,124,0.5681818181818182,0.6410256410256411,1.0,0.38095238095238093,0,0.9447513812154696,0.055248618784530384,0.056037884767166535,0.9455406471981057
18,10462,598380620,"They decided to implement it which is great news, crass comments like these do not help anyone.",dissatisfaction,civil,civil,Igor Konforti,0,95,0.4318181818181818,0.7916666666666666,1.0,0.5714285714285714,0,0.9447513812154696,0.055248618784530384,0.056037884767166535,0.9455406471981057
19,10462,598733706,apologise if you felt somehow attacked by my comment.,sincere_apologies,civil,civil,None,0,53,0.22727272727272727,0.22727272727272727,1.0,0.7619047619047619,0,0.9455406471981057,0.05445935280189424,0.055248618784530384,0.9463299131807419
20,109,792220411,Lose more games than the Jets and act like you are a team full of Tom Bradys.,friendly_joke,civil,uncivil,zerocarbthirty,0,77,1.0,1.0,0.25,0.25,0,0.0,0.0,0.0,0.0
21,11609,11609,It would be great if aside from the current way of building widgets you could add JSX like capabilities.,expectation,civil,uncivil,,1,104,0.29411764705882354,0.5714285714285714,0.09090909090909091,0.26,0,0.0,0.0,0.0,0.0
22,11609,322606129,Sorry if I sound defensive or aggressive. :-),sincere_apologies,civil,civil,Ian Hickson,0,45,0.16176470588235295,0.21153846153846154,0.9444444444444444,0.436,0,0.002849002849002849,0.9971509971509972,1.0,0.002849002849002849
23,11609,322606129,"don't take my argumentative tone as dismissive, I'm very interested in your input here.",considerateness,civil,civil,Ian Hickson,0,87,0.2647058823529412,0.34615384615384615,1.0,0.444,0,0.002849002849002849,0.9971509971509972,1.0,0.002849002849002849
24,11609,322844427,Stop nit-picking things that are not fully specified.,commanding,civil,uncivil,Carlos Bazzarella,0,53,0.1323529411764706,0.15789473684210525,0.8461538461538461,0.488,0,0.005698005698005698,0.9943019943019943,0.9971509971509972,0.002849002849002849
25,11609,323091842,Make Flutter look familiar to React developers and you have a chance of attracting a bunch of new users to Flutter.,commanding,civil,civil,Carlos Bazzarella,0,115,0.3235294117647059,0.44,1.0,0.744,0,0.005698005698005698,0.9914529914529915,0.9943019943019943,0.005698005698005698
26,11609,359033481,"Wow, could have written a blog post xD",friendly_joke,civil,civil,Franz Silva,0,38,0.1323529411764706,0.23076923076923078,1.0,0.348,0,0.45014245014245013,0.5498575498575499,0.5527065527065527,0.4472934472934473
27,11609,392184648,"The point being, we haven't made any decisions yet, and are very open to learning what needs to be done based on all these discussions and experiments.",humility,civil,uncivil,Ian Hickson,0,151,0.45588235294117646,0.7380952380952381,1.0,0.256,0,0.8091168091168092,0.1908831908831909,0.19373219373219372,0.8091168091168092
28,11609,409405998,"That I appreciate and I read all your 'long writings', answering everything: no way, but when I answer properly you don't understand my answer and concludes that I am being dismissive.",dissatisfaction,civil,uncivil,Carlos Bazzarella,0,184,0.5441176470588235,0.7872340425531915,0.11538461538461539,0.012,0,1.0,0.0,0.002849002849002849,1.0
29,11609,409419413,"And if, by chance, he was being sincere, then I apologize for my snideness",sincere_apologies,civil,uncivil,None,0,74,0.25,0.25,0.0625,0.76,0,1.0,0.0,0.002849002849002849,1.0
30,1200,222857224,We are very interested to better understand your scenarios where WCF server side functionality is required.,considerateness,civil,civil,Erica M,0,107,0.2698412698412698,0.6296296296296297,0.6666666666666666,0.7153846153846154,0,0.010101010101010102,0.9882154882154882,0.98989898989899,0.011784511784511785
31,1200,224917160,I have dreamed for years of having WCF across their entire network so that I can finally (!) have reliable transactions and durable services spanning their various generations of Linux and Windows.,expectation,civil,civil,None,0,197,0.5555555555555556,1.0,0.4444444444444444,0.24615384615384617,0,0.025252525252525252,0.9747474747474747,0.9764309764309764,0.026936026936026935
32,1200,224975840,"Having WCF on .Net core is not only desirable, it is essential.",expectation,civil,civil,Eric Scherrer,0,63,0.2222222222222222,0.56,0.16666666666666666,0.06923076923076923,0,0.025252525252525252,0.9747474747474747,0.9764309764309764,0.026936026936026935
33,1200,224983284,"We have a strong need to run .NET/WCF on Linux, so please add this to the road map!",expectation,civil,civil,Holt Hopkins,0,83,0.31746031746031744,0.6060606060606061,0.2,0.8846153846153846,0,0.025252525252525252,0.9747474747474747,0.9764309764309764,0.026936026936026935
34,1200,233673845,"Stop invest in dead technologies such as WCF and VB.NET, spending tremendous amounts of resources to nowhere, instead of spending for something good.",commanding,civil,civil,Alexander Batishchev,0,149,0.4126984126984127,1.0,0.75,0.47692307692307695,0,0.09259259259259259,0.9074074074074074,0.9090909090909091,0.09427609427609428
35,1200,270920940,Without WCF we will either have to abandon a lot of the plans or suffer a decrease in productivity.  :-(,sadness,civil,civil,Allen Byron Penner,0,104,0.36507936507936506,0.8518518518518519,0.8333333333333334,0.038461538461538464,0,0.38047138047138046,0.6195286195286195,0.6212121212121212,0.38215488215488214
36,1200,272108196,It's possible you misunderstood the comment.,considerateness,civil,civil,Scott Hurlbert,0,44,0.12698412698412698,0.22857142857142856,0.14285714285714285,0.49230769230769234,0,0.3888888888888889,0.6094276094276094,0.6111111111111112,0.39057239057239057
37,1200,272424908,"Do I like being productive, absolutely. That means, never using WCF.",dissatisfaction,civil,uncivil,Phillip Haydon,0,68,0.23809523809523808,1.0,0.3333333333333333,0.046153846153846156,0,0.39225589225589225,0.6077441077441077,0.6094276094276094,0.3939393939393939
38,12740,751273086,"The code has been already updated, but `7.19.0` did not include this. :(",sadness,civil,civil,None,0,72,1.0,1.0,0.25,0.25,0,0.0,1.0,1.0263157894736843,0.0
39,134,438367830,it seems you're a little too caffeinated here :,friendly_joke,civil,civil,Fahrzin Hemmati,0,47,0.2127659574468085,0.2127659574468085,1.0,1.0,0,0.0,0.0,0.0,0.0
40,1367,571852302,Mike you are a valued JIT contributor,considerateness,civil,civil,Brian Sullivan,0,37,0.12727272727272726,0.3333333333333333,0.3333333333333333,0.8133333333333334,0,0.0,0.9722222222222222,1.0,0.027777777777777776
41,1367,571852302,I didn't really think about it too much.,humility,civil,civil,Brian Sullivan,0,40,0.18181818181818182,0.47619047619047616,0.6666666666666666,0.8266666666666667,0,0.0,0.9722222222222222,1.0,0.027777777777777776
42,1367,571852302,I didn't really think about it too much.  I was just trying to keep things peaceful here.,sadness,civil,civil,Brian Sullivan,0,89,0.36363636363636365,0.9523809523809523,0.6666666666666666,0.8266666666666667,0,0.0,0.9722222222222222,1.0,0.027777777777777776
43,1367,584806667,I honestly believe that his harsh remarks were not intentional.,considerateness,civil,civil,Gert Driesen,0,63,0.2,0.39285714285714285,0.4,0.30666666666666664,0,0.9722222222222222,0.027777777777777776,0.05555555555555555,0.9722222222222222
44,1367,584806667,It would be a great loss for the .NET community if you'd stop contributing.,sadness,civil,civil,Gert Driesen,0,75,0.2909090909090909,0.5714285714285714,0.8,0.36,0,0.9722222222222222,0.027777777777777776,0.05555555555555555,0.9722222222222222
45,1367,584806667,"If you consider my comment to be negative, just tell me and I'll happily remove it.",humility,civil,civil,Gert Driesen,0,83,0.34545454545454546,0.6785714285714286,1.0,0.38666666666666666,0,0.9722222222222222,0.027777777777777776,0.05555555555555555,0.9722222222222222
46,1367,584901186,"I did not contribute to get praise, I only contributed for the fun of it. And it stops being fun if I have to deal with nonsense.",dissatisfaction,civil,uncivil,None,0,129,0.5454545454545454,0.9375,0.6666666666666666,0.7733333333333333,0,0.9722222222222222,0.0,0.027777777777777776,1.0
47,1367,584966494,I can very much relate to that.,considerateness,civil,civil,Immo Landwerth,0,31,0.14545454545454545,0.2222222222222222,0.5,0.5866666666666667,0,0.9722222222222222,0.0,0.027777777777777776,1.0
48,1367,584966494,But we need to be careful that we don't use valuable contributions as a currency to offset disrespectful behavior.,considerateness,civil,civil,Immo Landwerth,0,114,0.38181818181818183,0.5833333333333334,0.15,0.49333333333333335,0,0.9722222222222222,0.0,0.027777777777777776,1.0
49,1367,585381474,Let's just say that it is distasteful.,dissatisfaction,civil,uncivil,None,0,38,0.16363636363636364,0.375,0.8461538461538461,0.14666666666666667,0,1.0,0.0,0.027777777777777776,1.0
50,13762,441807521,I honestly don't follow any more,sadness,civil,civil,Jan Piotrowski,0,32,0.10606060606060606,0.14893617021276595,0.8,0.0975609756097561,0,0.025,0.95,0.975,0.05
51,13762,441838381,"Sorry to hear that, but what is causing here an issue for you?",considerateness,civil,uncivil,Skoti,0,62,0.22727272727272727,0.22727272727272727,0.6470588235294118,0.3902439024390244,0,0.025,0.95,0.975,0.05
52,13762,441838381,It supposed to be a discussion so you can ask questions too.,friendly_joke,civil,uncivil,Skoti,0,60,0.19696969696969696,0.19696969696969696,0.7058823529411765,0.4146341463414634,0,0.025,0.95,0.975,0.05
53,13762,442072356,"Then I quickly deleted it, as I recognized that it was not a helpful reaction and wouldn't help advance the conversation.",humility,civil,uncivil,Jan Piotrowski,0,121,0.36363636363636365,1.0,0.3333333333333333,0.5853658536585366,0,0.025,0.95,0.975,0.05
54,13762,442080707,So excuse me if this is how you felt.,sincere_apologies,civil,uncivil,Skoti,0,37,0.15151515151515152,0.3333333333333333,0.2857142857142857,0.7317073170731707,0,0.025,0.95,0.975,0.05
55,13762,442080707,"Seriously, have I done something to you?",sadness,civil,uncivil,Skoti,0,40,0.13636363636363635,0.3,1.0,0.8536585365853658,0,0.025,0.95,0.975,0.05
56,1381,524570762,I encourage everyone to report this package to npm as its breaking their rules and harmful for npm ecosystem and its attacking users computer.,dissatisfaction,civil,civil,Esref Durna,0,142,0.36764705882352944,1.0,0.3333333333333333,0.4603174603174603,0,0.26666666666666666,0.6666666666666666,0.7333333333333333,0.26666666666666666
57,1381,524571988,Report it to npm,commanding,civil,civil,Esref Durna,0,16,0.058823529411764705,0.26666666666666666,1.0,0.36507936507936506,0,0.26666666666666666,0.6666666666666666,0.7333333333333333,0.26666666666666666
58,1381,524573808,Stop taking money for something that should be free and open.,commanding,civil,uncivil,Sam Cross,0,61,0.17647058823529413,0.46153846153846156,1.0,0.1111111111111111,0,0.26666666666666666,0.6666666666666666,0.7333333333333333,0.26666666666666666
59,1381,524575696,"I hope that there is a more reasonable way of asking for funding since this practice will encourage many other projects to do the same and it would be unfortunate for our terminal output logs to look like nascar advertisements after everyone starts doing the same thing, which starts looking like the [tragedy of the commons](https://en.wikipedia.org/wiki/Tragedy_of_the_commons).",expectation,civil,civil,Miguel Mota,0,380,0.9558823529411765,0.9558823529411765,1.0,0.5714285714285714,0,0.26666666666666666,0.6666666666666666,0.7333333333333333,0.3333333333333333
60,1381,524576048,It is sad that so many with such strong opinions have no contributions in the last year outside of this issue.,sadness,civil,uncivil,Mark Chandler,0,110,0.3235294117647059,0.6875,0.8,0.5396825396825397,0,0.26666666666666666,0.6666666666666666,0.7333333333333333,0.3333333333333333
61,1381,524576549,"I don't want to have to view advertisements in my CI logs, and I hate what this would mean if other packages started doing this.",dissatisfaction,civil,civil,Robert Hafner,0,128,0.4117647058823529,1.0,0.5,0.42857142857142855,0,0.26666666666666666,0.6666666666666666,0.7333333333333333,0.3333333333333333
62,1381,524577635,"I didn't mean to suggest that anyone disagreeing was acting as part of a mob. It was meant to apply specifically to those people treating a github issue like it's a place for trolling, nasty comments, etc. My apologies if it came off that way.",sincere_apologies,civil,civil,Mark Chandler,0,243,0.7647058823529411,1.0,0.3333333333333333,0.31746031746031744,0,0.26666666666666666,0.6666666666666666,0.7333333333333333,0.3333333333333333
63,14116,461716277,Just be decent and follow the community's rules.,commanding,civil,uncivil,Jules Sam. Randolph,0,48,0.16666666666666666,0.3125,0.08333333333333333,0.06818181818181818,0,0.5819209039548022,0.4180790960451977,0.4188861985472155,0.58272800645682
64,14116,656541081,"If you are going to rant, go to twitter.",commanding,civil,civil,Anıl Anar,0,40,0.18333333333333332,0.55,1.0,0.6136363636363636,0,1.0,0.0,0.0008071025020177562,1.0008071025020178
65,143,143,Hopefully someone more well versed in this domain can help figure out what is going on.,expectation,civil,civil,,1,87,0.34,0.9444444444444444,1.0,0.9230769230769231,0,0.0,0.0,0.0,0.0
66,1458,570655420,"In the end, would be nice if these errors were caught and the users were notified of the GUI of what actions might be needed.",expectation,civil,civil,Kris,0,125,0.5510204081632653,0.5510204081632653,1.0,1.0,0,0.31958762886597936,0.6701030927835051,0.6804123711340206,0.32989690721649484
67,148,470501903,Let's all be respectful.,commanding,civil,civil,Eugene Yaremenko,0,24,0.3157894736842105,0.46153846153846156,1.0,0.21428571428571427,0,0.0,0.0,0.0,0.0
68,148,470556735,Take your foul mouthed trolling to Twitter.,commanding,civil,uncivil,Jim Kopps,0,43,0.42105263157894735,0.6666666666666666,0.125,0.4642857142857143,0,0.0,0.0,0.0,0.0
69,148,470556735,Find one that you are satisfied with and use it.,commanding,civil,uncivil,Jim Kopps,0,48,0.5789473684210527,0.9166666666666666,0.5,0.5714285714285714,0,0.0,0.0,0.0,0.0
70,148,470556735,Grow up and move along.,commanding,civil,uncivil,Jim Kopps,0,23,0.3157894736842105,0.5,1.0,0.7142857142857143,0,0.0,0.0,0.0,0.0
71,1511,663869330,I hate that these things never actually get fixed or resolved,dissatisfaction,civil,uncivil,Steve Wolf,0,61,0.9166666666666666,0.9166666666666666,0.5,0.5,0,1.0,0.0,0.0,0.0
72,15227,660236919,"We're having a real problem with this because ESLint ignores the .eslintrc.json file (due to some other bug in ESLint), and it breaks the build.",dissatisfaction,civil,uncivil,Jason Tiscione,0,144,0.6521739130434783,0.7692307692307693,0.7777777777777778,0.4583333333333333,0,0.997907949790795,0.0,0.0020920502092050207,1.0
73,15227,660258018,I understand you're upset and this rule is causing problems for you.,considerateness,civil,uncivil,CJ Cenizal,0,68,0.30434782608695654,0.30434782608695654,0.14285714285714285,0.041666666666666664,0,1.0,0.0,0.0020920502092050207,1.002092050209205
74,15227,660258018,I've found that it helps to clearly describe the problem I'm encountering and propose some solutions or ask questions to understand the problem space better.,considerateness,civil,uncivil,CJ Cenizal,0,157,0.6086956521739131,0.6086956521739131,0.8571428571428571,0.25,0,1.0,0.0,0.0020920502092050207,1.002092050209205
75,15227,660289611,I empathize with your frustration,considerateness,civil,civil,Dan Abramov,0,33,0.10869565217391304,0.20833333333333334,0.2857142857142857,0.2916666666666667,0,1.0,0.0,0.0,1.002092050209205
76,16029,360228242,Life is too short,friendly_joke,civil,uncivil,Erik,0,17,0.06060606060606061,0.08,1.0,1.0,0,0.0,0.0,0.0,0.0
77,1616,1616,"And the worst part is that I feel helpless to improve the situation. I vote, I campaign, I phone bank, I donate, I protest, I write to officials, I try to inform others... and yet things just keep getting worse and worse.",dissatisfaction,civil,uncivil,,1,221,0.5204081632653061,0.5204081632653061,0.2571428571428571,0.19148936170212766,0,0.0,0.0,0.0,0.0
78,1616,416813739,Adding your political beliefs to your licensing is petty. The irony is that this very project is hosted on a resource owned by Microsoft...,dissatisfaction,civil,civil,TJ Downes,0,139,0.2653061224489796,0.9285714285714286,0.75,0.8297872340425532,0,0.0,0.0,0.0,0.0
79,16168,516156769,I'm not as familiar with the react code base (clearly from my comments) but if there's anything you need help on to get this going let me know,humility,civil,civil,Sarah Sunday,0,142,0.7804878048780488,0.7804878048780488,1.0,0.8,0,0.07272727272727272,0.9272727272727272,0.9363636363636364,0.06363636363636363
80,16168,516160873,They haven't commented on any of the related issues and they've been open for months.,sadness,civil,civil,None,0,85,0.43902439024390244,0.5625,0.5,0.6,0,0.07272727272727272,0.9272727272727272,0.9363636363636364,0.06363636363636363
81,16168,518135153,"@_ing from the react team to get some on this? Seems to be quite a lot of interest, but not a single issue on this topic has received a comment from a maintainer in 5 months.",dissatisfaction,civil,uncivil,None,0,174,0.975609756097561,1.0,0.5,0.15,0,0.12727272727272726,0.8636363636363636,0.8727272727272727,0.11818181818181818
82,16168,518276471,"Just wanted to chime in and say I strongly feel the same way - it would be at least good to get a hey we won't be considering this"".""",dissatisfaction,civil,civil,Joon Park,0,133,0.8048780487804879,1.0,1.0,0.3,0,0.13636363636363635,0.8636363636363636,0.8727272727272727,0.12727272727272726
83,1628,417057188,I know this wasn't your intention,considerateness,civil,uncivil,Charles Pick,0,33,0.14893617021276595,0.14893617021276595,1.0,0.35294117647058826,0,0.0,0.0,0.0,0.0
84,17379,433659194,I'm really feeling stupid for not being able to figure this one out :(,sadness,civil,civil,Bartlomiej Przymus,0,70,0.5161290322580645,1.0,1.0,0.0625,0,0.3,0.6979591836734694,0.7,0.2979591836734694
85,17452,17452,"Though I am confident that my analysis is decent enough, much of the code I was referencing was unfamiliar/new to me.",humility,civil,civil,,1,117,0.21904761904761905,0.21904761904761905,0.379746835443038,0.2719298245614035,0,0.0,0.0,0.0,0.0
86,17452,457962127,"I'm not experienced that, but I'll use it for a while to see what happens.",humility,civil,civil,Nelson Martell,0,74,0.18095238095238095,0.7916666666666666,0.25,0.7192982456140351,0,0.7053571428571429,0.29464285714285715,0.2976190476190476,0.7083333333333334
87,17452,472502936,"If I'm misunderstanding what is being requested here, please let me know.",humility,civil,civil,Lee Dohm,0,73,0.14285714285714285,0.42857142857142855,1.0,0.9035087719298246,0,0.8363095238095238,0.16071428571428573,0.1636904761904762,0.8392857142857143
88,1818,665669513,"And this whole text could be avoided if you guys simple had said:  yeah that was a bad idea, i will try to put your suggestion in a next changelog or add some tool to convert json/xml then json/plist and any other technology RC lays on""""",dissatisfaction,civil,uncivil,Bolds,0,237,1.0,1.0,1.0,1.0,0,1.0,0.0,0.2,0.4
89,1837,509329187,It would be nice to have shift+insert or Ctrl+shift+insert to have a linux like feeling or ctrl+shift+c and ctrl+shift+v like powershell does,expectation,civil,civil,AndrésR.,0,141,0.4,1.0,1.0,0.7777777777777778,0,0.09375,0.90625,0.9375,0.09375
90,1837,509864230,I apologise if I've misread any of the code.,sincere_apologies,civil,civil,Anthony Truskinger,0,44,0.2,0.25,0.6666666666666666,0.8611111111111112,0,0.125,0.84375,0.875,0.125
91,1837,518766163,feel free to point out what I said that was even remotely an attack on *anyone* or an assumption of motivations?,humility,civil,uncivil,Lars Panzerbjørn,0,112,0.43636363636363634,0.96,0.6666666666666666,0.8055555555555556,0,1.0,0.0,0.03125,1.0
92,1837,518803934,"I shouldn't have even posted the above, but I couldn't resist throwing my two cents in - sorry!",humility,civil,uncivil,None,0,95,0.4,0.4,1.0,0.3888888888888889,0,1.0,0.0,0.0,1.0
93,19102,641251682,"I worry about the racial discrimination have happened in US from long time ago to recent as a human being, while I also insist to regard `blacklist, whitelist, blackbox testing, whitebox testing, master, slave, etc` to be neutral nouns in `IT area` as a software engineer.",considerateness,civil,uncivil,pingfengafei,0,272,0.90625,0.90625,0.14285714285714285,0.1111111111111111,0,0.0,1.0,1.3333333333333333,0.3333333333333333
94,19102,641251682,"Indeed, that shows my attitude about racial discrimination and mercy about people who suffer from brutality all around the world.",considerateness,civil,uncivil,pingfengafei,0,129,0.34375,0.34375,0.7142857142857143,0.5555555555555556,0,0.0,1.0,1.3333333333333333,0.3333333333333333
95,19102,642359660,"Don't let word game anesthetize us, If everyone pays attention, discrimination will slowly disappear, but if we pretend that it has disappeared now, it may exist forever, The more one tries to hide, the more one is exposed.",commanding,civil,civil,Tian hao,0,223,0.71875,1.0,1.0,1.0,0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666
96,19602,417875273,"Whatever your strategic decision for Godot is, it's totally legit. I'm here only to defend bgfx from false statements.",humility,civil,uncivil,Бранимир Караџић,0,118,0.4444444444444444,0.6486486486486487,0.13043478260869565,0.5918367346938775,0,0.30278884462151395,0.6932270916334662,0.6972111553784861,0.30677290836653387
97,20182,558880329,"Imploring maintainers of an open source software is not going to yield the best results, I think.",oppression,civil,uncivil,ryanisnan,0,97,0.296875,1.0,0.6,0.5,0,0.0,0.0,0.0,0.0
98,20268,135974641,Don't forget about those instagals! :dancer:,friendly_joke,civil,civil,Deleted user,0,44,0.7142857142857143,1.0,0.5,0.6666666666666666,0,0.0,0.0,0.0,0.0
