,issue_id,comment_id,quotation,quotation_tbdf,quotation_code,issue_final_code,author_name,is_first_author_thread,nr_characters,ratio_words_email_thread,ratio_words_email_comment,position_sentence_comment,position_sentence_thread,is_last_comment,time_start_to_email,time_email_to_end,time_previous_to_email,time_email_to_next
0,10132,395207602,"I think, you have many professional developers and why this F... RTL problem is not important for you?",bitter_frustration,uncivil,uncivil,Saeed Heidarizarei,0,102,0.6,1.0,0.5,0.7142857142857143,0,1.0,0.0,0.0013605442176870747,1.0013605442176872
1,10132,395207602,Why atom team don't like to fix this issue?,name_calling,uncivil,uncivil,Saeed Heidarizarei,0,43,0.3142857142857143,0.5238095238095238,0.25,0.5714285714285714,0,1.0,0.0,0.0013605442176870747,1.0013605442176872
2,102,102,Microsoft products are phenomenally bad and it's a wonder how you guys still stay in business.,name_calling,uncivil,uncivil,,1,94,0.45,0.45,0.07142857142857142,0.0625,0,0.0,0.0,0.0,0.0
3,102,102,I suspect your whiteboarding hiring technique is ineffective and counterproductive.,mocking,uncivil,uncivil,,1,83,0.275,0.275,0.14285714285714285,0.125,0,0.0,0.0,0.0,0.0
4,102,102,What's so special about installing .NET Core that it requires a different installation strategy?,bitter_frustration,uncivil,uncivil,,1,96,0.4,0.4,0.32142857142857145,0.28125,0,0.0,0.0,0.0,0.0
5,1511,663869330,WTF?,vulgarity,uncivil,uncivil,Steve Wolf,0,4,0.16666666666666666,0.16666666666666666,1.0,1.0,0,1.0,0.0,0.0,0.0
6,102,102,GET YOUR ACT TOGETHER MICROSOFT!!!!,bitter_frustration,uncivil,uncivil,,1,35,0.225,0.225,0.8928571428571429,0.78125,0,0.0,0.0,0.0,0.0
7,102,102,"If I sound harsh, it's because I am sick and tired of Microsoft releasing half-baked products that don't work as expected.",bitter_frustration,uncivil,uncivil,,1,122,0.625,0.625,0.03571428571428571,0.03125,0,0.0,0.0,0.0,0.0
8,102,102,"I would feel sorry for you guys like I would for the slow kid who klutzes around the basketball court, but this isn't your first time on the court with years of effort and tons of resources.",mocking,uncivil,uncivil,,1,190,1.0,1.0,0.10714285714285714,0.09375,0,0.0,0.0,0.0,0.0
9,102,102,It's why your own developers are using MacBook Pros for development.,mocking,uncivil,uncivil,,1,68,0.325,0.325,0.9642857142857143,0.84375,0,0.0,0.0,0.0,0.0
10,102,571274865,"Telling us you are frustrated is fine, ranting is not.",impatience,uncivil,uncivil,Kathleen Dollard,0,54,0.3,0.6666666666666666,0.75,0.96875,0,0.0,0.0,0.0,0.0
11,102513,659320113,This is the kind of coding quality we get when corporations prioritizes employee diversity over code quality,mocking,uncivil,uncivil,None,0,108,0.85,1.0,1.0,1.0,0,1.0,0.0,1.0,2.0
